"Kota","Tanggal","Kategori","SubKategori","Rating.round","Keterangan","UnitTerjual_sum","UnitTerjual_mean","Harga_sum","Harga_mean","Diskon_sum","Diskon_mean","OmsetPenjualan_sum","OmsetPenjualan_mean","jumlahProduk"
"Jakarta Barat","07/05/2021","Atasan Wanita","Manset","4","Grosir",3807,158.625,533000,22208.3333333333,0,0,66890250,2787093.75,24
"Jakarta Barat","07/05/2021","Atasan Wanita","Manset","4","None",6268,74.6190476190476,2222196,26454.7142857143,0.45,0.00535714285714286,119382583,1421221.22619048,84
"Jakarta Barat","07/05/2021","Atasan Wanita","Manset","5","Grosir",14535,230.714285714286,1920698,30487.2698412698,0,0,337457590,5356469.68253968,63
"Jakarta Barat","07/05/2021","Atasan Wanita","Manset","5","None",42830,119.63687150838,11994552,33504.3351955307,2.91,0.00812849162011173,1109292847,3098583.37150838,358
"Jakarta Barat","07/05/2021","Atasan Wanita","Syari","1","Grosir",2,1,270999,135499.5,0,0,270999,135499.5,2
"Jakarta Barat","07/05/2021","Atasan Wanita","Syari","1","None",33,2.2,2763098,184206.533333333,0,0,5411097,360739.8,15
"Jakarta Barat","07/05/2021","Atasan Wanita","Syari","2","Grosir",7,2.33333333333333,554232,184744,0,0,1113131,371043.666666667,3
"Jakarta Barat","07/05/2021","Atasan Wanita","Syari","2","None",28,1.86666666666667,2455998,163733.2,0,0,4539997,302666.466666667,15
"Jakarta Barat","07/05/2021","Atasan Wanita","Syari","3","Grosir",31,3.1,1358316,135831.6,0,0,3935904,393590.4,10
"Jakarta Barat","07/05/2021","Atasan Wanita","Syari","3","None",123,1.64,10657688,142102.506666667,0,0,16967187,226229.16,75
"Jakarta Barat","07/05/2021","Atasan Wanita","Syari","4","Grosir",850,19.3181818181818,6120575,139103.977272727,0,0,107310121,2438866.38636364,44
"Jakarta Barat","07/05/2021","Atasan Wanita","Syari","4","None",2526,11.2767857142857,34630657,154601.147321429,1.41,0.00629464285714286,337578593,1507047.29017857,224
"Jakarta Barat","07/05/2021","Atasan Wanita","Syari","5","Grosir",34533,138.132,41460759,165843.036,0,0,5253816729,21015266.916,250
"Jakarta Barat","07/05/2021","Atasan Wanita","Syari","5","None",24594,29.0365997638725,163100284,192562.318772137,3,0.00354191263282172,5038939277,5949160.89374262,847
"Jakarta Barat","07/05/2021","Atasan Wanita","Tunik","1","Grosir",3,1.5,137900,68950,0,0,197800,98900,2
"Jakarta Barat","07/05/2021","Atasan Wanita","Tunik","1","None",120,2.18181818181818,4395541,79918.9272727273,0,0,8440383,153461.509090909,55
"Jakarta Barat","07/05/2021","Atasan Wanita","Tunik","2","Grosir",19,3.8,301300,60260,0,0,957300,191460,5
"Jakarta Barat","07/05/2021","Atasan Wanita","Tunik","2","None",150,2.41935483870968,5026387,81070.7580645161,0,0,11504373,185554.403225806,62
"Jakarta Barat","07/05/2021","Atasan Wanita","Tunik","3","Grosir",60,2.14285714285714,1986187,70935.25,0,0,3709484,132481.571428571,28
"Jakarta Barat","07/05/2021","Atasan Wanita","Tunik","3","None",607,2.79723502304147,15795321,72789.4976958525,0.6,0.00276497695852535,38477036,177313.529953917,217
"Jakarta Barat","07/05/2021","Atasan Wanita","Tunik","4","Grosir",1614,14.4107142857143,7418561,66237.1517857143,0,0,94325312,842190.285714286,112
"Jakarta Barat","07/05/2021","Atasan Wanita","Tunik","4","None",18521,21.313003452244,70121447,80692.1139240506,1.11,0.00127733026467204,1023197562,1177442.53394707,869
"Jakarta Barat","07/05/2021","Atasan Wanita","Tunik","5","Grosir",22675,56.1262376237624,27548940,68190.4455445545,0,0,1564942571,3873620.22524752,404
"Jakarta Barat","07/05/2021","Atasan Wanita","Tunik","5","None",107479,38.4127948534668,267745878,95691.8791994282,28.39,0.0101465332380272,8603739512,3074960.51179414,2798
"Jakarta Barat","07/05/2021","Bawahan Wanita","Kulot","1","None",5,1,345005,69001,0,0,345005,69001,5
"Jakarta Barat","07/05/2021","Bawahan Wanita","Kulot","2","Grosir",1,1,99000,99000,0,0,99000,99000,1
"Jakarta Barat","07/05/2021","Bawahan Wanita","Kulot","2","None",5,2.5,150000,75000,0,0,435000,217500,2
"Jakarta Barat","07/05/2021","Bawahan Wanita","Kulot","3","Grosir",6,6,70000,70000,0,0,420000,420000,1
"Jakarta Barat","07/05/2021","Bawahan Wanita","Kulot","3","None",3,1.5,154000,77000,0,0,233000,116500,2
"Jakarta Barat","07/05/2021","Bawahan Wanita","Kulot","4","Grosir",43,8.6,555398,111079.6,0,0,4379388,875877.6,5
"Jakarta Barat","07/05/2021","Bawahan Wanita","Kulot","4","None",128,8.53333333333333,1545900,103060,0.43,0.0286666666666667,13711300,914086.666666667,15
"Jakarta Barat","07/05/2021","Bawahan Wanita","Kulot","5","Grosir",2579,198.384615384615,1464799,112676.846153846,0,0,245891165,18914705,13
"Jakarta Barat","07/05/2021","Bawahan Wanita","Kulot","5","None",2359,42.8909090909091,5706898,103761.781818182,1.02,0.0185454545454545,174096968,3165399.41818182,55
"Jakarta Barat","07/05/2021","Bawahan Wanita","Rok","1","None",3,1,191000,63666.6666666667,0,0,191000,63666.6666666667,3
"Jakarta Barat","07/05/2021","Bawahan Wanita","Rok","2","None",12,6,120599,60299.5,0,0,477998,238999,2
"Jakarta Barat","07/05/2021","Bawahan Wanita","Rok","3","None",43,4.3,703400,70340,0,0,1875200,187520,10
"Jakarta Barat","07/05/2021","Bawahan Wanita","Rok","4","Grosir",70,10,560985,80140.7142857143,0,0,5820364,831480.571428571,7
"Jakarta Barat","07/05/2021","Bawahan Wanita","Rok","4","None",1895,32.1186440677966,4462894,75642.2711864407,0,0,93029049,1576763.54237288,59
"Jakarta Barat","07/05/2021","Bawahan Wanita","Rok","5","Grosir",4616,124.756756756757,3289493,88905.2162162162,0,0,258739185,6992950.94594595,37
"Jakarta Barat","07/05/2021","Bawahan Wanita","Rok","5","None",14820,50.7534246575342,24806733,84954.5650684931,2.38,0.00815068493150685,1119830107,3835034.6130137,292
"Jakarta Barat","07/05/2021","Dress","Abaya","1","None",2,1,222500,111250,0,0,222500,111250,2
"Jakarta Barat","07/05/2021","Dress","Abaya","2","None",5,2.5,280000,140000,0,0,658000,329000,2
"Jakarta Barat","07/05/2021","Dress","Abaya","3","None",4,1.33333333333333,628000,209333.333333333,0,0,863000,287666.666666667,3
"Jakarta Barat","07/05/2021","Dress","Abaya","4","Grosir",107,53.5,122700,61350,0,0,6882000,3441000,2
"Jakarta Barat","07/05/2021","Dress","Abaya","4","None",125,7.8125,3206298,200393.625,0,0,23690098,1480631.125,16
"Jakarta Barat","07/05/2021","Dress","Abaya","5","Grosir",876,33.6923076923077,4769267,183433.346153846,0,0,167750321,6451935.42307692,26
"Jakarta Barat","07/05/2021","Dress","Abaya","5","None",3056,31.5051546391753,21884947,225618.010309278,1.05,0.0108247422680412,643416146,6633156.1443299,97
"Jakarta Barat","07/05/2021","Dress","Gamis","1","Grosir",10,1.42857142857143,772500,110357.142857143,0,0,1218500,174071.428571429,7
"Jakarta Barat","07/05/2021","Dress","Gamis","1","None",128,1.85507246376812,9241261,133931.31884058,0,0,15733770,228025.652173913,69
"Jakarta Barat","07/05/2021","Dress","Gamis","2","Grosir",5,2.5,246894,123447,0,0,624594,312297,2
"Jakarta Barat","07/05/2021","Dress","Gamis","2","None",109,2.65853658536585,5255235,128176.463414634,0,0,13762764,335677.170731707,41
"Jakarta Barat","07/05/2021","Dress","Gamis","3","Grosir",37,2.46666666666667,1972798,131519.866666667,0,0,5266497,351099.8,15
"Jakarta Barat","07/05/2021","Dress","Gamis","3","None",398,2.51898734177215,22155992,140227.797468354,0,0,48714281,308318.234177215,158
"Jakarta Barat","07/05/2021","Dress","Gamis","4","Grosir",2045,26.5584415584416,9658987,125441.38961039,0,0,180207417,2340356.06493506,77
"Jakarta Barat","07/05/2021","Dress","Gamis","4","None",9027,12.5375,96420284,133917.061111111,2.01,0.00279166666666667,933321765,1296280.22916667,720
"Jakarta Barat","07/05/2021","Dress","Gamis","5","Grosir",58086,96.9716193656093,86804492,144915.679465776,0,0,7162208184,11956941.8764608,599
"Jakarta Barat","07/05/2021","Dress","Gamis","5","None",94906,26.9313280363224,542215906,153863.764472191,37.01,0.0105022701475596,11596429925,3290700.88677639,3524
"Jakarta Barat","07/05/2021","Dress","Jumpsuit","1","None",2,1,330000,165000,0,0,330000,165000,2
"Jakarta Barat","07/05/2021","Dress","Jumpsuit","3","Grosir",8,8,58000,58000,0,0,464000,464000,1
"Jakarta Barat","07/05/2021","Dress","Jumpsuit","3","None",1,1,69000,69000,0,0,69000,69000,1
"Jakarta Barat","07/05/2021","Dress","Jumpsuit","4","None",116,10.5454545454545,1360386,123671.454545455,0,0,5642184,512925.818181818,11
"Jakarta Barat","07/05/2021","Dress","Jumpsuit","5","Grosir",67,67,49900,49900,0,0,3343300,3343300,1
"Jakarta Barat","07/05/2021","Dress","Jumpsuit","5","None",414,12.5454545454545,4478440,135710.303030303,0,0,69918620,2118746.06060606,33
"Jakarta Barat","07/05/2021","Dress","Kaftan","1","Grosir",2,2,145000,145000,0,0,290000,290000,1
"Jakarta Barat","07/05/2021","Dress","Kaftan","1","None",19,1.1875,2472899,154556.1875,0,0,3338899,208681.1875,16
"Jakarta Barat","07/05/2021","Dress","Kaftan","2","Grosir",6,6,160000,160000,0,0,960000,960000,1
"Jakarta Barat","07/05/2021","Dress","Kaftan","2","None",15,2.5,839000,139833.333333333,0,0,2080000,346666.666666667,6
"Jakarta Barat","07/05/2021","Dress","Kaftan","3","None",43,2.04761904761905,3129999,149047.571428571,0,0,6117998,291333.238095238,21
"Jakarta Barat","07/05/2021","Dress","Kaftan","4","Grosir",43,5.375,1173598,146699.75,0,0,7405575,925696.875,8
"Jakarta Barat","07/05/2021","Dress","Kaftan","4","None",932,14.7936507936508,9925397,157545.984126984,0,0,145619389,2311418.87301587,63
"Jakarta Barat","07/05/2021","Dress","Kaftan","5","Grosir",887,24.6388888888889,5549287,154146.861111111,0,0,113741268,3159479.66666667,36
"Jakarta Barat","07/05/2021","Dress","Kaftan","5","None",3054,15.502538071066,38997423,197956.461928934,1.18,0.00598984771573604,503550595,2556094.39086294,197
"Jakarta Barat","07/05/2021","Jilbab","Jilbab","1","Grosir",25,5,150000,30000,0,0,706000,141200,5
"Jakarta Barat","07/05/2021","Jilbab","Jilbab","1","None",132,3.66666666666667,1800889,50024.6944444444,0,0,4896689,136019.138888889,36
"Jakarta Barat","07/05/2021","Jilbab","Jilbab","2","Grosir",17,2.125,446500,55812.5,0,0,874500,109312.5,8
"Jakarta Barat","07/05/2021","Jilbab","Jilbab","2","None",91,5.05555555555556,670300,37238.8888888889,0,0,2601100,144505.555555556,18
"Jakarta Barat","07/05/2021","Jilbab","Jilbab","3","Grosir",95,4.31818181818182,831499,37795.4090909091,0,0,3173791,144263.227272727,22
"Jakarta Barat","07/05/2021","Jilbab","Jilbab","3","None",348,3.58762886597938,4526591,46665.8865979381,0,0,14473528,149211.628865979,97
"Jakarta Barat","07/05/2021","Jilbab","Jilbab","4","Grosir",6680,64.8543689320388,3957085,38418.3009708738,0,0,98859707,959802.980582524,103
"Jakarta Barat","07/05/2021","Jilbab","Jilbab","4","None",15854,40.5473145780051,15482725,39597.7621483376,3.97,0.010153452685422,297570564,761050.035805627,391
"Jakarta Barat","07/05/2021","Jilbab","Jilbab","5","Grosir",33117,72.9449339207048,20128050,44334.9118942731,0,0,1084973482,2389809.43171806,454
"Jakarta Barat","07/05/2021","Jilbab","Jilbab","5","None",199502,98.5195061728395,108315934,53489.3501234568,7.83,0.00386666666666667,4633198332,2287999.1762963,2025
"Jakarta Barat","07/05/2021","Jilbab","Khimar","1","None",28,2.54545454545455,517890,47080.9090909091,0,0,1128690,102608.181818182,11
"Jakarta Barat","07/05/2021","Jilbab","Khimar","2","Grosir",1,1,35000,35000,0,0,35000,35000,1
"Jakarta Barat","07/05/2021","Jilbab","Khimar","2","None",7,1.75,156000,39000,0,0,252000,63000,4
"Jakarta Barat","07/05/2021","Jilbab","Khimar","3","Grosir",17,2.42857142857143,389700,55671.4285714286,0,0,1056300,150900,7
"Jakarta Barat","07/05/2021","Jilbab","Khimar","3","None",183,3.97826086956522,2408675,52362.5,0,0,7024625,152709.239130435,46
"Jakarta Barat","07/05/2021","Jilbab","Khimar","4","Grosir",173,5.40625,2012746,62898.3125,0,0,10318958,322467.4375,32
"Jakarta Barat","07/05/2021","Jilbab","Khimar","4","None",3170,25.1587301587302,6498156,51572.6666666667,0,0,110020936,873182.031746032,126
"Jakarta Barat","07/05/2021","Jilbab","Khimar","5","Grosir",9300,49.468085106383,14660530,77981.5425531915,0,0,628229028,3341643.76595745,188
"Jakarta Barat","07/05/2021","Jilbab","Khimar","5","None",12451,27.5464601769912,34637726,76632.1371681416,2.17,0.00480088495575221,594111879,1314406.8119469,452
"Jakarta Barat","07/05/2021","Jilbab","Pashmina","1","None",22,1.83333333333333,675499,56291.5833333333,0,0,1021499,85124.9166666667,12
"Jakarta Barat","07/05/2021","Jilbab","Pashmina","2","Grosir",2,1,135000,67500,0,0,135000,67500,2
"Jakarta Barat","07/05/2021","Jilbab","Pashmina","2","None",19,3.16666666666667,183000,30500,0,0,585000,97500,6
"Jakarta Barat","07/05/2021","Jilbab","Pashmina","3","Grosir",21,2.33333333333333,487594,54177.1111111111,0,0,1022588,113620.888888889,9
"Jakarta Barat","07/05/2021","Jilbab","Pashmina","3","None",274,6.37209302325581,1838100,42746.511627907,0,0,9293300,216123.255813953,43
"Jakarta Barat","07/05/2021","Jilbab","Pashmina","4","Grosir",1025,28.4722222222222,1114750,30965.2777777778,0,0,22378750,621631.944444444,36
"Jakarta Barat","07/05/2021","Jilbab","Pashmina","4","None",3340,25.1127819548872,5318774,39990.7819548872,1.3,0.00977443609022556,137024456,1030259.06766917,133
"Jakarta Barat","07/05/2021","Jilbab","Pashmina","5","Grosir",12461,102.98347107438,3450426,28515.9173553719,0,0,219072103,1810513.24793388,121
"Jakarta Barat","07/05/2021","Jilbab","Pashmina","5","None",30294,49.743842364532,28159460,46238.8505747126,3.11,0.00510673234811166,962209609,1579982.93760263,609
"Jakarta Barat","07/05/2021","Jilbab","Turban","1","None",2,1,47900,23950,0,0,47900,23950,2
"Jakarta Barat","07/05/2021","Jilbab","Turban","4","Grosir",13,13,19900,19900,0,0,258700,258700,1
"Jakarta Barat","07/05/2021","Jilbab","Turban","4","None",67,6.7,272349,27234.9,0,0,2730649,273064.9,10
"Jakarta Barat","07/05/2021","Jilbab","Turban","5","Grosir",1249,96.0769230769231,756400,58184.6153846154,0,0,78332900,6025607.69230769,13
"Jakarta Barat","07/05/2021","Jilbab","Turban","5","None",1359,35.7631578947368,2002224,52690.1052631579,0,0,28323023,745342.710526316,38
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Busana Muslim","3","Grosir",3,3,78000,78000,0,0,234000,234000,1
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Busana Muslim","3","None",6,2,313000,104333.333333333,0,0,659000,219666.666666667,3
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Busana Muslim","4","None",123,9.46153846153846,1984900,152684.615384615,0,0,16778500,1290653.84615385,13
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Busana Muslim","5","Grosir",226,32.2857142857143,775500,110785.714285714,0,0,26602000,3800285.71428571,7
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Busana Muslim","5","None",1632,30.2222222222222,7651996,141703.62962963,0.72,0.0133333333333333,244538745,4528495.27777778,54
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Gamis","1","None",45,2.5,1822998,101277.666666667,0,0,4077798,226544.333333333,18
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Gamis","2","None",58,2.9,2161250,108062.5,0,0,6781000,339050,20
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Gamis","3","Grosir",6,3,156000,78000,0,0,468000,234000,2
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Gamis","3","None",131,2.97727272727273,4563499,103715.886363636,0,0,11728799,266563.613636364,44
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Gamis","4","Grosir",160,9.41176470588235,1558290,91664.1176470588,0,0,10156690,597452.352941177,17
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Gamis","4","None",4464,17.7848605577689,25851471,102993.908366534,0,0,394164188,1570375.25099602,251
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Gamis","5","Grosir",4375,35.2822580645161,11293689,91078.1370967742,0,0,363425972,2930854.61290323,124
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Gamis","5","None",26968,26.056038647343,110736468,106991.756521739,0.19,0.000183574879227053,2725383434,2633220.70917874,1035
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Jilbab","1","Grosir",5,5,22000,22000,0,0,110000,110000,1
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Jilbab","1","None",8,2,223499,55874.75,0,0,364999,91249.75,4
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Jilbab","3","Grosir",6,3,156000,78000,0,0,468000,234000,2
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Jilbab","3","None",40,3.07692307692308,513000,39461.5384615385,0,0,1558000,119846.153846154,13
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Jilbab","4","Grosir",28,14,150000,75000,0,0,1220000,610000,2
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Jilbab","4","None",1959,39.18,2305000,46100,0,0,33972450,679449,50
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Jilbab","5","Grosir",3481,145.041666666667,1178400,49100,0,0,184829900,7701245.83333333,24
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Jilbab","5","None",7847,32.5601659751037,14038196,58249.77593361,0.3,0.0012448132780083,215055230,892345.352697095,241
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Koko","1","Grosir",1,1,70000,70000,0,0,70000,70000,1
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Koko","1","None",20,2.85714285714286,686500,98071.4285714286,0,0,1854000,264857.142857143,7
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Koko","2","Grosir",2,2,78500,78500,0,0,157000,157000,1
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Koko","2","None",7,1.4,633600,126720,0,0,902200,180440,5
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Koko","3","Grosir",6,3,177100,88550,0,0,495500,247750,2
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Koko","3","None",110,3.14285714285714,3681500,105185.714285714,1.4,0.04,9975000,285000,35
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Koko","4","Grosir",108,10.8,775299,77529.9,0,0,7662761,766276.1,10
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Koko","4","None",3990,26.6,12761853,85079.02,2.8,0.0186666666666667,242446250,1616308.33333333,150
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Koko","5","Grosir",6001,146.365853658537,3518300,85812.1951219512,0,0,452683800,11041068.2926829,41
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Koko","5","None",29924,52.7760141093474,55831948,98469.0440917108,11.68,0.0205996472663139,2176707459,3838990.22751323,567
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Mukena","1","None",15,2.5,699500,116583.333333333,0,0,1382500,230416.666666667,6
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Mukena","2","Grosir",1,1,133900,133900,0,0,133900,133900,1
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Mukena","2","None",4,2,220500,110250,0.34,0.17,485500,242750,2
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Mukena","3","Grosir",24,4.8,462000,92400,0,0,2757000,551400,5
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Mukena","3","None",96,3.69230769230769,2656300,102165.384615385,0.25,0.00961538461538462,10366200,398700,26
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Mukena","4","Grosir",313,18.4117647058824,1625000,95588.2352941177,0,0,27032500,1590147.05882353,17
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Mukena","4","None",4038,22.3093922651934,18906450,104455.524861878,1.71,0.0094475138121547,394916200,2181857.45856354,181
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Mukena","5","Grosir",2081,41.62,4981500,99630,0,0,222686000,4453720,50
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Mukena","5","None",16697,38.20823798627,44621808,102109.400457666,3.1,0.00709382151029748,1358374878,3108409.33180778,437
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Peci","2","None",1,1,35000,35000,0,0,35000,35000,1
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Peci","3","None",15,3.75,268900,67225,0,0,662900,165725,4
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Peci","4","Grosir",76,19,142500,35625,0,0,2627500,656875,4
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Peci","4","None",976,34.8571428571429,1885300,67332.1428571429,0,0,36810900,1314675,28
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Peci","5","Grosir",668,74.2222222222222,408600,45400,0,0,26740400,2971155.55555556,9
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Peci","5","None",6539,93.4142857142857,4276765,61096.6428571429,0,0,266447865,3806398.07142857,70
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Sarung","1","Grosir",1,1,115000,115000,0,0,115000,115000,1
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Sarung","1","None",37,37,50000,50000,0,0,1850000,1850000,1
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Sarung","3","Grosir",1,1,80000,80000,0,0,80000,80000,1
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Sarung","3","None",6,1.2,674000,134800,0,0,819000,163800,5
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Sarung","4","Grosir",42,7,474100,79016.6666666667,0,0,2590000,431666.666666667,6
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Sarung","4","None",1409,32.7674418604651,3600150,83724.4186046512,0,0,86608400,2014148.8372093,43
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Sarung","5","Grosir",2107,263.375,470500,58812.5,0,0,52711900,6588987.5,8
"Jakarta Barat","07/05/2021","Pakaian Muslim Anak","Sarung","5","None",11818,117.009900990099,6623370,65577.9207920792,0,0,518285852,5131543.08910891,101
"Jakarta Barat","07/05/2021","Pakaian Muslim Pria","Celana Sarung","1","Grosir",1,1,89000,89000,0,0,89000,89000,1
"Jakarta Barat","07/05/2021","Pakaian Muslim Pria","Celana Sarung","1","None",2,1,206000,103000,0,0,206000,103000,2
